mtu_length,0.00000
0.01613778,0.00000000
0.01962496,0.00000000
0.02311214,0.00000000
0.02659932,0.00000000
0.03008650,0.09430597
0.03357368,8.15056727
0.03706086,34.98019360
0.04054804,67.19920437
0.04403522,101.76582661
0.04752240,137.73706996
0.05100958,174.60746718
0.05449676,211.96689322
0.05798394,249.02171893
0.06147112,281.72624821
0.06495830,301.91583417
0.06844547,317.37409543
0.07193265,332.03405430
0.07541983,346.52729604
0.07890701,360.44977661
0.08239419,364.55823157
0.08588137,364.54292088
0.08936855,354.84238337
0.09285573,334.53236360
0.09634291,312.27614918
0.09983009,289.52514009
0.10331727,266.54947174
0.10680445,243.44032211
0.11029163,220.24056270
0.11377881,196.97470159
0.11726599,173.65853181
0.12075317,150.30222898
0.12424035,126.91371476
0.12772753,103.50230844
0.13121471,80.08188898
0.13470188,56.68025745
0.13818906,33.38114026
0.14167624,10.72708978
0.14516342,0.00000000
0.14865060,0.00000000
0.15213778,0.00000000
