mtu_length,0.00000
0.28077961,0.00000000
0.28271808,0.00000000
0.28465654,0.00000000
0.28659500,0.00532744
0.28853346,0.18519276
0.29047192,0.96968742
0.29241038,2.11562773
0.29434884,3.45633588
0.29628731,4.92465710
0.29822577,6.48023755
0.30016423,8.09633954
0.30210269,9.74972678
0.30404115,11.40074443
0.30597961,12.86907906
0.30791808,13.80763712
0.30985654,14.53707780
0.31179500,15.22766788
0.31373346,15.90874782
0.31567192,16.57137610
0.31761038,16.84367972
0.31954884,21.49002842
0.32148731,36.27876677
0.32342577,52.39355344
0.32536423,72.66610222
0.32730269,100.25169385
0.32924115,137.47955270
0.33117961,185.36084358
0.33311808,243.69820032
0.33505654,310.47935640
0.33699500,385.13977519
0.33893346,470.19770986
0.34087192,564.80854820
0.34281038,667.75577706
0.34474884,778.66675938
0.34668731,897.98138244
0.34862577,1026.85924830
0.35056423,1163.35514823
0.35250269,1303.12695414
0.35444115,1444.59684941
0.35637961,1586.97919219
