mtu_length,0.00000
0.04032410,0.00000000
0.04573948,2.73255690
0.05115487,9.19115256
0.05657025,22.79728306
0.06198564,44.84027668
0.06740102,74.85045064
0.07281641,111.59358545
0.07823179,153.76720300
0.08364717,200.26163646
0.08906256,249.98030628
0.09447794,302.03818620
0.09989333,355.37773550
0.10530871,406.59718179
0.11072410,444.26024778
0.11613948,471.42017331
0.12155487,496.24952712
0.12697025,520.41763025
0.13238564,544.26528802
0.13780102,564.54520660
0.14321641,568.80160036
0.14863179,573.02371849
0.15404717,560.16208255
0.15946256,536.58239937
0.16487794,514.44278423
0.17029333,498.14331510
0.17570871,490.14236054
0.18112410,490.82925330
0.18653948,499.77882539
0.19195487,517.24328560
0.19737025,544.01007465
0.20278564,579.72273859
0.20820102,621.98354511
0.21361641,667.77979528
0.21903179,714.94288304
0.22444717,762.40907756
0.22986256,810.10575450
0.23527794,858.60524704
0.24069333,920.04938532
0.24610871,1002.82565781
0.25152410,1085.71895213
