mtu_length,0.00000
0.04523284,0.00000000
0.04897643,0.05095054
0.05272002,0.15851697
0.05646361,0.37155245
0.06020720,0.71013017
0.06395079,1.16844772
0.06769438,1.72850809
0.07143797,2.36975478
0.07518156,3.07366528
0.07892515,3.82483929
0.08266874,4.60867561
0.08641233,5.40278736
0.09015592,6.11968302
0.09389951,6.60197856
0.09764310,6.98567764
0.10138669,7.34779526
0.10513028,7.70301876
0.10887387,8.05097294
0.11261746,8.25358114
0.11636105,9.34480881
0.12010464,17.35803087
0.12384823,26.32826566
0.12759182,38.54071605
0.13133541,57.68781245
0.13507900,87.81536212
0.13882259,131.11243288
0.14256618,187.39601914
0.14630977,256.25663823
0.15005336,338.58082293
0.15379695,435.38730857
0.15754054,545.06795901
0.16128413,663.23376387
0.16502772,785.51697309
0.16877131,909.15431902
0.17251489,1033.12656590
0.17625848,1157.35928079
0.18000207,1281.86146732
0.18374566,1406.97561903
0.18748925,1532.36442761
0.19123284,1657.92068969
