mtu_length,0.00000
0.44849354,0.00000000
0.45262716,0.00000000
0.45676079,0.00000000
0.46089441,0.00533698
0.46502803,0.29363874
0.46916166,1.51260338
0.47329528,3.19440768
0.47742891,5.11330798
0.48156253,7.18231997
0.48569616,9.35090018
0.48982978,11.58401106
0.49396340,13.83828770
0.49809703,15.95531671
0.50223065,17.37308381
0.50636428,18.37292151
0.51049790,19.30316774
0.51463153,20.21869350
0.51876515,21.10326447
0.52289877,21.39309822
0.52703240,31.39142230
0.53116602,52.11195085
0.53529965,76.05757878
0.53943327,108.57798178
0.54356690,155.03938974
0.54770052,218.73028569
0.55183414,300.32068498
0.55596777,397.03229887
0.56010139,507.81518012
0.56423502,635.90605019
0.56836864,779.52253796
0.57250227,937.39577936
0.57663589,1109.65120193
0.58076951,1297.81086854
0.58490314,1498.78320957
0.58903676,1705.22706073
0.59317039,1914.36005498
0.59730401,2124.70365167
0.60143764,2335.38161195
0.60557126,2546.15868399
0.60970488,2757.02702193
