mtu_length,0.00000
0.37607017,0.00000000
0.37908555,0.00000000
0.38210094,0.00000000
0.38511632,0.02196478
0.38813171,4.31765434
0.39114709,36.69389767
0.39416248,92.75372442
0.39717786,159.06061617
0.40019325,233.56479255
0.40320863,312.78274722
0.40622402,398.44257121
0.40923940,490.70323601
0.41225479,586.78167071
0.41527017,685.57638172
0.41828555,787.03068900
0.42130094,891.68410696
0.42431632,998.82726446
0.42733171,1104.22933795
0.43034709,1196.57392685
0.43336248,1263.83370309
0.43637786,1320.33155424
0.43939325,1374.13913502
0.44240863,1427.16968447
0.44542402,1479.85287836
0.44843940,1528.62868741
0.45145479,1540.08690521
0.45447017,1548.19977586
0.45748555,1512.78939530
0.46050094,1430.41046583
0.46351632,1360.52073931
0.46653171,1320.50389391
0.46954709,1310.06539459
0.47256248,1322.82541981
0.47557786,1354.57868804
0.47859325,1403.68432419
0.48160863,1468.54333130
0.48462402,1545.99803042
0.48763940,1631.98612613
0.49065479,1722.93643866
0.49367017,1816.36420538
