mtu_length,0.00000
0.13000000,0.00000000
0.14200000,280.26461097
0.15400000,551.68390161
0.16600000,822.46910442
0.17800000,1121.40594554
0.19000000,1445.71598489
0.20200000,1778.74052583
0.21400000,2094.90339416
0.22600000,2363.82676890
0.23800000,2554.68887615
0.25000000,2636.34783622
0.26200000,2591.99237988
0.27400000,2423.82921898
0.28600000,2145.94837318
0.29800000,1792.39458948
0.31000000,1396.16522445
0.32200000,1009.86013110
0.33400000,689.74946695
0.34600000,460.57162667
0.35800000,311.52183825
0.37000000,217.73771863
0.38200000,158.11661780
0.39400000,119.04885470
0.40600000,92.51235489
0.41800000,73.84450683
0.43000000,60.28778678
0.44200000,50.16324920
0.45400000,42.41531145
0.46600000,36.35912031
0.47800000,31.53713683
0.49000000,27.63540799
0.50200000,24.43324355
0.51400000,21.77210536
0.52600000,19.53585682
0.53800000,17.63791214
0.55000000,16.01268289
0.56200000,14.60976621
0.57400000,13.38991923
0.58600000,12.32222193
0.59800000,11.38204538
