mtu_length,0.00000
0.17201444,0.00000000
0.18369654,0.00000000
0.19537863,0.00000000
0.20706072,0.00000000
0.21874282,0.04938265
0.23042491,4.99494320
0.24210701,22.85993003
0.25378910,44.83183267
0.26547120,68.59686270
0.27715329,93.67217061
0.28883538,119.51223237
0.30051748,145.87236868
0.31219957,172.51341791
0.32388167,198.42331413
0.33556376,218.68185734
0.34724585,231.45464806
0.35892795,242.23559536
0.37061004,251.48263882
0.38229214,261.95788241
0.39397423,271.01648120
0.40565633,271.79964036
0.41733842,270.27433585
0.42902051,259.06788410
0.44070261,241.92281491
0.45238470,224.07033284
0.46406680,206.31417162
0.47574889,188.69252346
0.48743099,171.18011739
0.49911308,153.80515580
0.51079517,136.63318992
0.52247727,119.69219583
0.53415936,102.96176769
0.54584146,86.46366744
0.55752355,70.11869399
0.56920564,53.85171803
0.58088774,37.62992196
0.59256983,21.50160598
0.60425193,5.98955348
0.61593402,0.00000177
0.62761612,0.00000000
